gas_metana,suhu,kelembaban,tekanan,hst_hari,dosis_urea,dosis_npk,status_lahan
1059.4,24.7,87.0,1015.29,102,0.0,0.0,2
602.9,31.2,66.6,1013.94,26,32.7,40.2,1
202.1,32.4,87.6,1006.79,24,68.4,73.4,0
458.8,25.1,75.5,1010.51,50,17.6,19.5,1
426.7,24.5,76.2,1011.83,80,0.0,0.0,0
811.0,28.1,83.6,1006.33,33,31.4,37.1,1
377.0,26.7,71.4,1009.37,7,40.6,102.8,0
263.3,28.9,57.6,1012.31,59,35.6,43.0,0
313.0,31.9,82.0,1012.88,101,0.0,0.0,0
205.9,22.2,79.0,1015.02,44,68.3,75.1,0
82.0,32.9,72.9,1012.53,47,36.7,38.6,0
974.5,27.4,81.3,1014.12,102,0.0,0.0,2
402.0,29.9,83.0,1011.79,74,0.0,0.0,0
215.6,30.2,63.1,1013.4,77,0.0,0.0,0
846.9,30.6,76.2,1014.83,61,16.5,16.0,1
917.3,28.7,56.6,1018.4,102,0.0,0.0,2
433.8,29.3,74.9,1011.45,74,0.0,0.0,0
196.7,29.3,72.8,1013.75,95,0.0,0.0,0
316.7,26.7,80.2,1016.29,75,0.0,0.0,0
357.3,23.6,66.9,1008.21,79,0.0,0.0,0
408.7,25.1,72.4,1020.24,34,64.8,66.6,0
229.2,28.2,50.0,1017.38,35,75.4,81.7,0
626.9,26.3,80.7,1007.26,83,0.0,0.0,1
127.4,26.3,75.2,1014.55,35,71.3,77.4,0
676.5,33.5,76.7,1011.27,61,14.6,20.1,1
746.3,30.9,63.3,1011.86,30,28.5,32.7,1
332.3,27.8,79.4,1014.48,87,0.0,0.0,0
385.9,30.4,90.0,1016.93,16,41.7,105.0,0
791.9,27.3,74.4,1011.62,88,0.0,0.0,1
545.4,28.8,81.5,1011.67,65,0.0,0.0,1
338.2,29.7,68.6,1014.55,24,72.9,76.3,0
358.2,27.3,75.3,1015.25,59,37.6,44.1,0
508.4,26.6,63.0,1009.73,33,33.0,36.6,1
931.0,31.9,82.7,1019.28,37,0.0,0.0,2
363.7,30.2,77.4,1011.0,40,67.2,68.2,0
333.1,22.2,65.6,1016.63,11,39.7,97.7,0
407.3,26.6,69.2,1014.83,104,0.0,0.0,0
408.5,26.3,76.5,1015.37,8,37.2,100.1,0
465.5,26.8,83.9,1011.07,71,0.0,0.0,1
386.5,30.9,88.6,1007.22,42,66.0,73.1,0
696.1,28.6,74.9,1013.18,70,0.0,0.0,1
253.4,24.6,64.4,1013.19,41,68.2,71.4,0
490.6,27.4,78.0,1009.9,72,0.0,0.0,1
499.9,30.0,91.2,1016.46,78,0.0,0.0,1
264.7,27.9,62.2,1013.07,74,0.0,0.0,0
488.2,26.7,67.9,1010.42,16,23.1,56.8,1
506.3,29.4,81.2,1015.3,71,0.0,0.0,1
102.7,33.0,77.3,1015.39,33,66.3,75.2,0
241.4,29.8,71.4,1010.74,8,37.2,91.3,0
824.5,32.1,77.9,1017.57,46,15.4,18.2,1
296.4,26.9,84.3,1021.1,48,35.0,37.2,0
215.4,28.5,75.2,1009.43,52,37.8,39.0,0
148.7,28.4,74.4,1012.61,75,0.0,0.0,0
230.4,28.8,81.0,1014.43,36,71.9,74.8,0
378.5,29.7,73.7,1021.23,37,67.3,67.8,0
207.7,25.9,85.7,1010.68,11,37.0,93.7,0
548.9,30.3,93.2,1009.96,74,0.0,0.0,1
262.3,23.9,68.4,1009.94,62,35.1,36.5,0
467.2,24.8,65.4,1017.52,40,37.6,39.5,1
766.6,34.5,79.2,1010.77,76,0.0,0.0,1
743.2,27.1,65.1,1010.27,59,17.4,16.8,1
463.3,30.5,64.9,1014.06,52,16.4,23.2,1
222.9,33.3,58.6,1014.33,56,32.5,34.9,0
391.4,22.0,72.8,1017.0,69,0.0,0.0,0
470.7,31.7,75.7,1013.57,71,0.0,0.0,1
1157.5,30.3,71.6,1014.12,34,0.0,0.0,2
148.0,33.1,87.8,1012.88,19,41.3,97.9,0
392.1,25.2,87.2,1008.68,21,67.5,69.6,0
539.4,32.6,92.4,1012.55,69,0.0,0.0,1
423.0,26.4,76.4,1013.47,92,0.0,0.0,0
445.9,31.5,86.1,1011.7,46,35.3,41.8,0
270.2,28.4,78.6,1007.77,22,74.5,77.7,0
621.6,30.7,77.8,1009.28,81,0.0,0.0,1
408.5,28.6,72.0,1013.11,88,0.0,0.0,0
445.1,23.3,56.8,1016.51,93,0.0,0.0,0
653.8,21.0,81.4,1019.14,66,0.0,0.0,1
343.3,29.1,85.8,1012.61,91,0.0,0.0,0
723.4,27.8,63.0,1010.74,7,19.9,47.0,1
204.2,29.6,75.9,1011.95,16,37.3,90.2,0
457.6,27.8,84.4,1009.59,14,18.7,53.2,1
261.9,34.2,72.9,1016.01,76,0.0,0.0,1
